sample_id,split,category,territory,authority,rating_label,content_descriptors,interactive_elements,warning
auto_game_fb161a3d64398bf4,test,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_fb161a3d64398bf4,test,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_fb161a3d64398bf4,test,Game,Europe,Pan-European Game Information (PEGI),PEGI 7,Mild Violence,,
auto_game_fb161a3d64398bf4,test,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Fantasy Violence Burdensome Themes,,
auto_game_fb161a3d64398bf4,test,Game,Rest of world,IARC Generic,Rated for 7+,Mild Violence,,
auto_game_fb161a3d64398bf4,test,Game,Russia,Google Play,Rated for 7+,Mild Violence,,
auto_game_fb5d0bbbc01855f1,train,Game,Australia,Australian Classification Board (ACB),Restricted to 18+,Simulated Gambling,,
auto_game_fb5d0bbbc01855f1,train,Game,Brazil,Classificação Indicativa (ClassInd),All ages,,,
auto_game_fb5d0bbbc01855f1,train,Game,North America,Entertainment Software Rating Board (ESRB),Everyone,,,
auto_game_fb5d0bbbc01855f1,train,Game,South Korea,Game Rating and Administration Committee (GRAC),All ages,,,
auto_game_fb5d0bbbc01855f1,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Parental Guidance 15,Card or Casual Games,,
auto_game_fb5d0bbbc01855f1,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),16,,,
auto_game_fb5d0bbbc01855f1,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 3,,,
auto_game_fb5d0bbbc01855f1,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Gambling Themes,,
auto_game_fb5d0bbbc01855f1,train,Game,Rest of world,IARC Generic,Rated for 3+,,,
auto_game_fb5d0bbbc01855f1,train,Game,Russia,Google Play,Rated for 3+,,,
auto_game_fbd749bff9f6ae1b,train,Game,Australia,Australian Classification Board (ACB),General,Online Interactivity and Chat In-Game Purchases,Users Interact || In-Game Purchases,
auto_game_fbd749bff9f6ae1b,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 14+,,Users Interact || In-Game Purchases,
auto_game_fbd749bff9f6ae1b,train,Game,North America,Entertainment Software Rating Board (ESRB),Everyone,,Users Interact || In-Game Purchases,
auto_game_fbd749bff9f6ae1b,train,Game,South Korea,Game Rating and Administration Committee (GRAC),All ages,,Users Interact || In-Game Purchases,
auto_game_fbd749bff9f6ae1b,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),General Public,,Users Interact || In-Game Purchases,
auto_game_fbd749bff9f6ae1b,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),3,,Users Interact || In-Game Purchases,
auto_game_fbd749bff9f6ae1b,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 3,,Users Interact || In-Game Purchases,
auto_game_fbd749bff9f6ae1b,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: All ages,,Users Interact || In-Game Purchases,
auto_game_fbd749bff9f6ae1b,train,Game,Rest of world,IARC Generic,Rated for 3+,,Users Interact || In-Game Purchases,
auto_game_fbd749bff9f6ae1b,train,Game,Russia,Google Play,Rated for 3+,,Users Interact || In-Game Purchases,
auto_game_fc2f175527e830b4,train,Game,Australia,Australian Classification Board (ACB),Restricted to 15+,Strong Horror Themes Strong Crude Humour,,
auto_game_fc2f175527e830b4,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 12+,Fear Sensitive themes,,
auto_game_fc2f175527e830b4,train,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Violence Crude Humor,,
auto_game_fc2f175527e830b4,train,Game,South Korea,Game Rating and Administration Committee (GRAC),15+,Fear,,
auto_game_fc2f175527e830b4,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Restricted,Horror,,
auto_game_fc2f175527e830b4,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,,
auto_game_fc2f175527e830b4,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 16,Horror,,
auto_game_fc2f175527e830b4,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Horror,,
auto_game_fc2f175527e830b4,train,Game,Rest of world,IARC Generic,Rated for 16+,Horror,,
auto_game_fc2f175527e830b4,train,Game,Russia,Google Play,Rated for 16+,Horror,,
auto_game_fcb62a34da95bc35,train,Game,Australia,Australian Classification Board (ACB),Mature,Mature Themes Horror Themes,,
auto_game_fcb62a34da95bc35,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 12+,Legal Drugs Fear,,
auto_game_fcb62a34da95bc35,train,Game,North America,Entertainment Software Rating Board (ESRB),Teen,Mild Violence Use of Alcohol,,
auto_game_fcb62a34da95bc35,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_fcb62a34da95bc35,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Parental Guidance 15,Tobacco and Alcohol Horror,,
auto_game_fcb62a34da95bc35,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,,
auto_game_fcb62a34da95bc35,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Use of Alcohol/Tobacco,,
auto_game_fcb62a34da95bc35,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Alcohol Dark Atmosphere,,
auto_game_fcb62a34da95bc35,train,Game,Rest of world,IARC Generic,Rated for 18+,Use of Alcohol/Tobacco,,
auto_game_fcb62a34da95bc35,train,Game,Russia,Google Play,Rated for 18+,Use of Alcohol/Tobacco,,
auto_game_fe64d2ad40c24461,train,Game,Australia,Australian Classification Board (ACB),General,Very Mild Themes Very Mild Coarse Language,,
auto_game_fe64d2ad40c24461,train,Game,Brazil,Classificação Indicativa (ClassInd),All ages,Inappropriate Language,,
auto_game_fe64d2ad40c24461,train,Game,North America,Entertainment Software Rating Board (ESRB),Everyone,Violent References Mild Language,,
auto_game_fe64d2ad40c24461,train,Game,South Korea,Game Rating and Administration Committee (GRAC),All ages,,,
auto_game_fe64d2ad40c24461,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Parental Guidance 12,Inappropriate Language Violence,,
auto_game_fe64d2ad40c24461,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),7,,,
auto_game_fe64d2ad40c24461,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 3,,,
auto_game_fe64d2ad40c24461,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 6+,Abstract Violence,,
auto_game_fe64d2ad40c24461,train,Game,Rest of world,IARC Generic,Rated for 3+,,,
auto_game_fe64d2ad40c24461,train,Game,Russia,Google Play,Rated for 3+,,,
auto_game_feefbe7f38b3a0fb,train,Game,Australia,Australian Classification Board (ACB) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_feefbe7f38b3a0fb,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Extreme Violence Drugs Inappropriate Language,,
auto_game_feefbe7f38b3a0fb,train,Game,North America,Entertainment Software Rating Board (ESRB),Adults only 18+,Crude Humor,,
auto_game_feefbe7f38b3a0fb,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_feefbe7f38b3a0fb,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_feefbe7f38b3a0fb,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_feefbe7f38b3a0fb,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Drugs,,
auto_game_feefbe7f38b3a0fb,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Violence Drugs Horror,,
auto_game_feefbe7f38b3a0fb,train,Game,Rest of world,IARC Generic,Rated for 18+,Drugs,,
auto_game_feefbe7f38b3a0fb,train,Game,Russia,Google Play,Rated for 18+,Drugs,,
auto_game_ff96d9c2754e516a,train,Game,Australia,Australian Classification Board (ACB),Mature,Coarse Language Online Interactivity and Chat,Users Interact,
auto_game_ff96d9c2754e516a,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 14+,Sexual Content Inappropriate Language,Users Interact,
auto_game_ff96d9c2754e516a,train,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Strong Language,Users Interact,
auto_game_ff96d9c2754e516a,train,Game,South Korea,Game Rating and Administration Committee (GRAC),15+,Language,Users Interact,
auto_game_ff96d9c2754e516a,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Parental Guidance 15,Sex Inappropriate Language,Users Interact,
auto_game_ff96d9c2754e516a,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),16,,Users Interact,
auto_game_ff96d9c2754e516a,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 16,Strong Language,Users Interact,
auto_game_ff96d9c2754e516a,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Increased Communication Risks,Users Interact,
auto_game_ff96d9c2754e516a,train,Game,Rest of world,IARC Generic,Rated for 16+,Strong Language,Users Interact,
auto_game_ff96d9c2754e516a,train,Game,Russia,Google Play,Rated for 16+,Strong Language,Users Interact,
auto_social_or_communication_069eaefb18679c5c,train,Social or Communication,Brazil,Classificação Indicativa (ClassInd),Rated 18+,,Users Interact || In-App Purchases (Includes Random Items) || In-App Purchases,
auto_social_or_communication_069eaefb18679c5c,train,Social or Communication,North America,Entertainment Software Rating Board (ESRB),Everyone,,Users Interact || In-App Purchases (Includes Random Items) || In-App Purchases,
auto_social_or_communication_069eaefb18679c5c,train,Social or Communication,Europe,Pan-European Game Information (PEGI),Parental guidance,Parental Guidance Recommended,Users Interact || In-App Purchases (Includes Random Items) || In-App Purchases,
auto_social_or_communication_069eaefb18679c5c,train,Social or Communication,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Increased Communication Risks,Users Interact || In-App Purchases (Includes Random Items) || In-App Purchases,
auto_social_or_communication_069eaefb18679c5c,train,Social or Communication,Rest of world,IARC Generic,Rated for 12+,Parental Guidance Recommended,Users Interact || In-App Purchases (Includes Random Items) || In-App Purchases,
auto_social_or_communication_069eaefb18679c5c,train,Social or Communication,Russia,Google Play,Rated for 12+,Parental Guidance Recommended,Users Interact || In-App Purchases (Includes Random Items) || In-App Purchases,
auto_social_or_communication_069eaefb18679c5c,train,Social or Communication,South Korea,Google Play,Rated for 12+,Parental Guidance Recommended,Users Interact || In-App Purchases (Includes Random Items) || In-App Purchases,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
auto_social_or_communication_1566a4338dbf0a4d,train,Social or Communication,Brazil,Classificação Indicativa (ClassInd),Rated 14+,Violence Sensitive themes Inappropriate Language,Users Interact,
auto_social_or_communication_1566a4338dbf0a4d,train,Social or Communication,North America,Entertainment Software Rating Board (ESRB),Mature 17+,,Users Interact,
auto_social_or_communication_1566a4338dbf0a4d,train,Social or Communication,Europe,Pan-European Game Information (PEGI),PEGI 18,Extreme Violence,Users Interact,
auto_social_or_communication_1566a4338dbf0a4d,train,Social or Communication,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Increased Communication Risks,Users Interact,
auto_social_or_communication_1566a4338dbf0a4d,train,Social or Communication,Rest of world,IARC Generic,Rated for 18+,Extreme Violence,Users Interact,
auto_social_or_communication_1566a4338dbf0a4d,train,Social or Communication,Russia,Google Play,Rated for 18+,Extreme Violence,Users Interact,
auto_social_or_communication_1566a4338dbf0a4d,train,Social or Communication,South Korea,Google Play,Rated for 19+,Extreme Violence,Users Interact,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
auto_social_or_communication_3293df00c08de8a9,train,Social or Communication,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Nudity Sexual Content Inappropriate Language,Users Interact,
auto_social_or_communication_3293df00c08de8a9,train,Social or Communication,North America,Entertainment Software Rating Board (ESRB),Mature 17+,,Users Interact,
auto_social_or_communication_3293df00c08de8a9,train,Social or Communication,Europe,Pan-European Game Information (PEGI),PEGI 18,,Users Interact,
auto_social_or_communication_3293df00c08de8a9,train,Social or Communication,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Increased Communication Risks,Users Interact,
auto_social_or_communication_3293df00c08de8a9,train,Social or Communication,Rest of world,IARC Generic,Rated for 18+,,Users Interact,
auto_social_or_communication_3293df00c08de8a9,train,Social or Communication,Russia,Google Play,Rated for 18+,,Users Interact,
auto_social_or_communication_3293df00c08de8a9,train,Social or Communication,South Korea,Google Play,Rated for 19+,,Users Interact,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
auto_social_or_communication_3e0048feb64d3b95,train,Social or Communication,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Violence Sexual Content Inappropriate Language,Users Interact || In-App Purchases (Includes Random Items) || In-App Purchases,
auto_social_or_communication_3e0048feb64d3b95,train,Social or Communication,North America,Entertainment Software Rating Board (ESRB),Mature 17+,,Users Interact || In-App Purchases (Includes Random Items) || In-App Purchases,
auto_social_or_communication_3e0048feb64d3b95,train,Social or Communication,Europe,Pan-European Game Information (PEGI),PEGI 18,Extreme Violence,Users Interact || In-App Purchases (Includes Random Items) || In-App Purchases,
auto_social_or_communication_3e0048feb64d3b95,train,Social or Communication,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Increased Communication Risks,Users Interact || In-App Purchases (Includes Random Items) || In-App Purchases,
auto_social_or_communication_3e0048feb64d3b95,train,Social or Communication,Rest of world,IARC Generic,Rated for 18+,Extreme Violence,Users Interact || In-App Purchases (Includes Random Items) || In-App Purchases,
